Dataset,Technique,Application,Test_Data,Task_ID,Model,ChatGPT_Reponse_Time,Execution_Time,Accuracy,Precision,Recall,F1_Score,Exact_Match
HumanEval,Few Shot,Snippet,Test Data 2,107,Model 3,8.64,0,1,1,1,1,1
HumanEval,Few Shot,Snippet,Test Data 3,107,Model 3,8.64,0.001,1,1,1,1,1
HumanEval,Few Shot,Snippet,Test Data 1,67,Model 1,9.05,0,1,1,1,1,1
HumanEval,Few Shot,Snippet,Test Data 2,67,Model 1,9.05,0,1,1,1,1,1
HumanEval,Few Shot,Snippet,Test Data 3,67,Model 1,9.05,0,1,1,1,1,1
HumanEval,Few Shot,Snippet,Test Data 1,67,Model 2,11.41,0,1,1,1,1,1
HumanEval,Few Shot,Snippet,Test Data 2,67,Model 2,11.41,0,1,1,1,1,1
HumanEval,Few Shot,Snippet,Test Data 3,67,Model 2,11.41,0,1,1,1,1,1
HumanEval,Few Shot,Snippet,Test Data 1,67,Model 3,12.84,0,0,0,0,0,0
HumanEval,Few Shot,Snippet,Test Data 2,67,Model 3,12.84,0,0,0,0,0,0
HumanEval,Few Shot,Snippet,Test Data 3,67,Model 3,12.84,0,0,0,0,0,0
HumanEval,Few Shot,Snippet,Test Data 1,20,Model 1,9.62,0,1,1,1,1,1
HumanEval,Few Shot,Snippet,Test Data 2,20,Model 1,9.62,0,1,1,1,1,1
HumanEval,Few Shot,Snippet,Test Data 3,20,Model 1,9.62,0,1,1,1,1,1
HumanEval,Few Shot,Snippet,Test Data 1,20,Model 2,10.77,0,1,1,1,1,1
HumanEval,Few Shot,Snippet,Test Data 2,20,Model 2,10.77,0,0,0,0,0,0
HumanEval,Few Shot,Snippet,Test Data 3,20,Model 2,10.77,0,1,1,1,1,1
HumanEval,Few Shot,Snippet,Test Data 1,20,Model 3,11.95,0.001,1,1,1,1,1
HumanEval,Few Shot,Snippet,Test Data 2,20,Model 3,11.95,0,0,0,0,0,0
HumanEval,Few Shot,Snippet,Test Data 3,20,Model 3,11.95,0.001,1,1,1,1,1
BIG Bench,Few Shot,Function,Test Data 1,233,Model 1,4.98,0.02233,1,1,1,1,1
BIG Bench,Few Shot,Function,Test Data 2,233,Model 1,4.98,0.01653,1,1,1,1,1
BIG Bench,Few Shot,Function,Test Data 3,233,Model 1,4.98,0.02032,1,1,1,1,1
BIG Bench,Few Shot,Function,Test Data 1,233,Model 2,4.95,0.06497,1,1,1,1,1
BIG Bench,Few Shot,Function,Test Data 2,233,Model 2,4.95,0.03522,1,1,1,1,1
BIG Bench,Few Shot,Function,Test Data 3,233,Model 2,4.95,0.01988,1,1,1,1,1
BIG Bench,Few Shot,Function,Test Data 1,233,Model 3,4.3,0.09502,1,1,1,1,1
BIG Bench,Few Shot,Function,Test Data 2,233,Model 3,4.3,0.05859,1,1,1,1,1
BIG Bench,Few Shot,Function,Test Data 3,233,Model 3,4.3,0.05368,1,1,1,1,1
BIG Bench,Few Shot,Function,Test Data 1,114,Model 1,6.57,0.00476,1,1,1,1,1
BIG Bench,Few Shot,Function,Test Data 2,114,Model 1,6.57,0.00359,1,1,1,1,1
BIG Bench,Few Shot,Function,Test Data 3,114,Model 1,6.57,0.00301,1,1,1,1,1
BIG Bench,Few Shot,Function,Test Data 1,114,Model 2,7.72,0.00388,0.67,1,1,1,0
BIG Bench,Few Shot,Function,Test Data 2,114,Model 2,7.72,0.00353,0.75,1,1,1,0
BIG Bench,Few Shot,Function,Test Data 3,114,Model 2,7.72,0.00333,0.8,1,1,1,0
BIG Bench,Few Shot,Function,Test Data 1,114,Model 3,6.47,0.00212,1,1,1,1,1
BIG Bench,Few Shot,Function,Test Data 2,114,Model 3,6.47,0.00207,1,1,1,1,1
BIG Bench,Few Shot,Function,Test Data 3,114,Model 3,6.47,0.00214,1,1,1,1,1
BIG Bench,Few Shot,Function,Test Data 1,31,Model 1,11.66,0.00812,1,1,1,1,1
BIG Bench,Few Shot,Function,Test Data 2,31,Model 1,11.66,0.00578,1,1,1,1,1
BIG Bench,Few Shot,Function,Test Data 3,31,Model 1,11.66,0.0069,1,1,1,1,1
BIG Bench,Few Shot,Function,Test Data 1,31,Model 2,10.35,0.00925,0,0,0,0,0
BIG Bench,Few Shot,Function,Test Data 2,31,Model 2,10.35,0.01922,1,1,1,1,1
BIG Bench,Few Shot,Function,Test Data 3,31,Model 2,10.35,0.01564,0,0,0,0,0
BIG Bench,Few Shot,Function,Test Data 1,31,Model 3,10.82,0.01962,0,0,0,0,0
BIG Bench,Few Shot,Function,Test Data 2,31,Model 3,10.82,0.01537,1,1,1,1,1
BIG Bench,Few Shot,Function,Test Data 3,31,Model 3,10.82,0.01724,0,0,0,0,0
BIG Bench,Few Shot,Function,Test Data 1,184,Model 1,9.1,0.01135,0,0,0,0,0
BIG Bench,Few Shot,Function,Test Data 2,184,Model 1,9.1,0.01693,0,0,0,0,0
BIG Bench,Few Shot,Function,Test Data 3,184,Model 1,9.1,0.02476,0,0,0,0,0
BIG Bench,Few Shot,Function,Test Data 1,184,Model 2,7.33,0.04816,0,0,0,0,0
BIG Bench,Few Shot,Function,Test Data 2,184,Model 2,7.33,0.07004,0,0,0,0,0
BIG Bench,Few Shot,Function,Test Data 3,184,Model 2,7.33,0.03475,0,0,0,0,0
BIG Bench,Few Shot,Function,Test Data 1,184,Model 3,6.92,0.02553,0,0,0,0,0
BIG Bench,Few Shot,Function,Test Data 2,184,Model 3,6.92,0.02686,0,0,0,0,0
BIG Bench,Few Shot,Function,Test Data 3,184,Model 3,6.92,0.01703,0,0,0,0,0
BIG Bench,Few Shot,Function,Test Data 1,14,Model 1,6.74,0.00583,0.8,0.8,1,0.89,0
BIG Bench,Few Shot,Function,Test Data 2,14,Model 1,6.74,0.00277,0.8,0.8,0.8,0.8,0
BIG Bench,Few Shot,Function,Test Data 3,14,Model 1,6.74,0.00439,0.33,0.33,1,0.5,0
BIG Bench,Few Shot,Function,Test Data 1,14,Model 2,5.6,0.00385,0.8,0.8,1,0.89,0
BIG Bench,Few Shot,Function,Test Data 2,14,Model 2,5.6,0.00209,0.8,0.8,0.8,0.8,0
BIG Bench,Few Shot,Function,Test Data 3,14,Model 2,5.6,0.00402,0.33,0.33,1,0.5,0
BIG Bench,Few Shot,Function,Test Data 1,14,Model 3,5.63,0.01182,0.8,0.8,1,0.89,0
BIG Bench,Few Shot,Function,Test Data 2,14,Model 3,5.63,0.00337,0.8,0.8,0.8,0.8,0
BIG Bench,Few Shot,Function,Test Data 3,14,Model 3,5.63,0.0068,0.33,0.33,1,0.5,0
BIG Bench,Few Shot,Function,Test Data 1,69,Model 1,8.33,0.00307,1,1,1,1,1
BIG Bench,Few Shot,Function,Test Data 2,69,Model 1,8.33,0.00307,1,1,1,1,1
BIG Bench,Few Shot,Function,Test Data 3,69,Model 1,8.33,0.006,1,1,1,1,1
BIG Bench,Few Shot,Function,Test Data 1,69,Model 2,7.28,0.00328,1,1,1,1,1
BIG Bench,Few Shot,Function,Test Data 2,69,Model 2,7.28,0.00322,1,1,1,1,1
BIG Bench,Few Shot,Function,Test Data 3,69,Model 2,7.28,0.00322,1,1,1,1,1
BIG Bench,Few Shot,Function,Test Data 1,69,Model 3,6.94,0.00477,0,0,0,0,0
BIG Bench,Few Shot,Function,Test Data 2,69,Model 3,6.94,0.00839,0,0,0,0,0
BIG Bench,Few Shot,Function,Test Data 3,69,Model 3,6.94,0.00476,0,0,0,0,0
BIG Bench,Few Shot,Function,Test Data 1,213,Model 1,11.81,0.0142,1,1,1,1,1
BIG Bench,Few Shot,Function,Test Data 2,213,Model 1,11.81,0.01808,1,1,1,1,1
BIG Bench,Few Shot,Function,Test Data 3,213,Model 1,11.81,0.01404,1,1,1,1,1
BIG Bench,Few Shot,Function,Test Data 1,213,Model 2,8.78,0.26039,1,1,1,1,1
BIG Bench,Few Shot,Function,Test Data 2,213,Model 2,8.78,0.09327,1,1,1,1,1
BIG Bench,Few Shot,Function,Test Data 3,213,Model 2,8.78,0.00855,1,1,1,1,1
BIG Bench,Few Shot,Function,Test Data 1,213,Model 3,9.76,0.03987,1,1,1,1,1
BIG Bench,Few Shot,Function,Test Data 2,213,Model 3,9.76,0.07089,1,1,1,1,1
BIG Bench,Few Shot,Function,Test Data 3,213,Model 3,9.76,0.01727,1,1,1,1,1
BIG Bench,Few Shot,Snippet,Test Data 1,233,Model 1,9.8,0,1,1,1,1,1
BIG Bench,Few Shot,Snippet,Test Data 2,233,Model 1,9.8,0.007914543,1,1,1,1,1
BIG Bench,Few Shot,Snippet,Test Data 3,233,Model 1,9.8,0.001993895,1,1,1,1,1
BIG Bench,Few Shot,Snippet,Test Data 1,233,Model 2,5.8,0.000996113,1,1,1,1,1
BIG Bench,Few Shot,Snippet,Test Data 2,233,Model 2,5.8,0.000997543,1,1,1,1,1
BIG Bench,Few Shot,Snippet,Test Data 3,233,Model 2,5.8,0.001993895,1,1,1,1,1
BIG Bench,Few Shot,Snippet,Test Data 1,233,Model 3,5.74,0,1,1,1,1,1
BIG Bench,Few Shot,Snippet,Test Data 2,233,Model 3,5.74,0.000994682,1,1,1,1,1
BIG Bench,Few Shot,Snippet,Test Data 3,233,Model 3,5.74,0,1,1,1,1,1
BIG Bench,Few Shot,Snippet,Test Data 1,31,Model 1,5.72,0.000997066,1,1,1,1,1
BIG Bench,Few Shot,Snippet,Test Data 2,31,Model 1,5.72,0,1,1,1,1,1
BIG Bench,Few Shot,Snippet,Test Data 3,31,Model 1,5.72,0.000997066,1,1,1,1,1
BIG Bench,Few Shot,Snippet,Test Data 1,31,Model 2,3.57,0,1,1,1,1,1
BIG Bench,Few Shot,Snippet,Test Data 2,31,Model 2,3.57,43.34403276,1,1,1,1,1
BIG Bench,Few Shot,Snippet,Test Data 3,31,Model 2,3.57,0,1,1,1,1,1
BIG Bench,Few Shot,Snippet,Test Data 1,31,Model 3,5.87,0,1,1,1,1,1
BIG Bench,Few Shot,Snippet,Test Data 2,31,Model 3,5.87,0,1,1,1,1,1
BIG Bench,Few Shot,Snippet,Test Data 3,31,Model 3,5.87,0,1,1,1,1,1
BIG Bench,Few Shot,Snippet,Test Data 1,184,Model 1,4.23,0,0,0,0,0,0
BIG Bench,Few Shot,Snippet,Test Data 2,184,Model 1,4.23,0,0,0,0,0,0
BIG Bench,Few Shot,Snippet,Test Data 3,184,Model 1,4.23,0,0,0,0,0,0
BIG Bench,Few Shot,Snippet,Test Data 1,184,Model 2,3.99,0.00051713,0,0,0,0,0
BIG Bench,Few Shot,Snippet,Test Data 2,184,Model 2,3.99,0.001588345,0,0,0,0,0
BIG Bench,Few Shot,Snippet,Test Data 3,184,Model 2,3.99,0,0,0,0,0,0
BIG Bench,Few Shot,Snippet,Test Data 1,184,Model 3,3.88,0,0,0,0,0,0
BIG Bench,Few Shot,Snippet,Test Data 2,184,Model 3,3.88,0,0,0,0,0,0
BIG Bench,Few Shot,Snippet,Test Data 3,184,Model 3,3.88,0.010156631,0,0,0,0,0
BIG Bench,Few Shot,Snippet,Test Data 1,14,Model 1,5.07,0,0,0,0,0,1
BIG Bench,Few Shot,Snippet,Test Data 2,14,Model 1,5.07,0,1,1,1,1,1
BIG Bench,Few Shot,Snippet,Test Data 3,14,Model 1,5.07,0,1,1,1,1,1
BIG Bench,Few Shot,Snippet,Test Data 1,14,Model 2,4.75,0,0,0,0,0,1
BIG Bench,Few Shot,Snippet,Test Data 2,14,Model 2,4.75,0,1,1,1,1,1
BIG Bench,Few Shot,Snippet,Test Data 3,14,Model 2,4.75,0,1,1,1,1,1
BIG Bench,Few Shot,Snippet,Test Data 1,14,Model 3,5.47,0,1,1,1,1,1
BIG Bench,Few Shot,Snippet,Test Data 2,14,Model 3,5.47,0,0,0,0,0,0
BIG Bench,Few Shot,Snippet,Test Data 3,14,Model 3,5.47,0,0,0,0,0,0
BIG Bench,Few Shot,Snippet,Test Data 1,69,Model 1,5.84,0.000941515,1,1,1,1,1
BIG Bench,Few Shot,Snippet,Test Data 2,69,Model 1,5.84,0.000998735,1,1,1,1,1
BIG Bench,Few Shot,Snippet,Test Data 3,69,Model 1,5.84,0.001118898,0.36,0.83,0.63,0.71,0
BIG Bench,Few Shot,Snippet,Test Data 1,69,Model 2,4.89,0,1,1,1,1,1
BIG Bench,Few Shot,Snippet,Test Data 2,69,Model 2,4.89,0,1,1,1,1,1
BIG Bench,Few Shot,Snippet,Test Data 3,69,Model 2,4.89,0,0.36,0.83,0.63,0.71,0
BIG Bench,Few Shot,Snippet,Test Data 1,69,Model 3,5.88,0.00099802,1,1,1,1,1
BIG Bench,Few Shot,Snippet,Test Data 2,69,Model 3,5.88,0,1,1,1,1,1
BIG Bench,Few Shot,Snippet,Test Data 3,69,Model 3,5.88,0,0.36,0.83,0.63,0.71,0
BIG Bench,Few Shot,Snippet,Test Data 1,213,Model 1,7.84,0.000996351,1,1,1,1,1
BIG Bench,Few Shot,Snippet,Test Data 2,213,Model 1,7.84,0,1,1,1,1,1
BIG Bench,Few Shot,Snippet,Test Data 3,213,Model 1,7.84,0.000997066,0,0,0,0,0
BIG Bench,Few Shot,Snippet,Test Data 1,213,Model 2,6.28,0,1,1,1,1,1
BIG Bench,Few Shot,Snippet,Test Data 2,213,Model 2,6.28,0.000998259,1,1,1,1,1
BIG Bench,Few Shot,Snippet,Test Data 3,213,Model 2,6.28,0,0,0,0,0,0
BIG Bench,Few Shot,Snippet,Test Data 1,213,Model 3,5.78,0,1,1,1,1,1
BIG Bench,Few Shot,Snippet,Test Data 2,213,Model 3,5.78,0,1,1,1,1,1
BIG Bench,Few Shot,Snippet,Test Data 3,213,Model 3,5.78,0,0,0,0,0,0
BIG Bench,Few Shot,Snippet,Test Data 1,114,Model 1,5.47,0.000997782,0.25,1,0.25,0.4,0
BIG Bench,Few Shot,Snippet,Test Data 2,114,Model 1,5.47,0,0,0,0,0,0
BIG Bench,Few Shot,Snippet,Test Data 3,114,Model 1,5.47,0,0,0,0,0,0
BIG Bench,Few Shot,Snippet,Test Data 1,114,Model 2,4.93,0,0.25,1,0.25,0.4,0
BIG Bench,Few Shot,Snippet,Test Data 2,114,Model 2,4.93,0,0,0,0,0,0
BIG Bench,Few Shot,Snippet,Test Data 3,114,Model 2,4.93,0,0,0,0,0,0
BIG Bench,Few Shot,Snippet,Test Data 1,114,Model 3,4.78,0.000965118,0.25,1,0.25,0.4,0
BIG Bench,Few Shot,Snippet,Test Data 2,114,Model 3,4.78,0,0,0,0,0,0
BIG Bench,Few Shot,Snippet,Test Data 3,114,Model 3,4.78,0,0,0,0,0,0
MBPP,Few Shot,Snippet,Test Data 1,11,Model 1,5.04,0,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 2,11,Model 1,5.04,0,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 3,11,Model 1,5.04,0,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 1,11,Model 2,5.22,0,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 2,11,Model 2,5.22,0,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 3,11,Model 2,5.22,0.00101,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 1,11,Model 3,4.47,0,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 2,11,Model 3,4.47,0.001,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 3,11,Model 3,4.47,0,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 1,57,Model 1,3.84,0,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 2,57,Model 1,3.84,0.001,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 3,57,Model 1,3.84,0.001,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 1,57,Model 2,5.1,0.00101,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 2,57,Model 2,5.1,0.00101,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 3,57,Model 2,5.1,0,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 1,57,Model 3,5.14,0.00101,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 2,57,Model 3,5.14,0.00101,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 3,57,Model 3,5.14,0,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 1,66,Model 1,5.04,0,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 2,66,Model 1,5.04,0,0,0,0,0,0
MBPP,Few Shot,Snippet,Test Data 3,66,Model 1,5.04,0.001,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 1,66,Model 2,3.79,0.00101,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 2,66,Model 2,3.79,0,0,0,0,0,0
MBPP,Few Shot,Snippet,Test Data 3,66,Model 2,3.79,0,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 1,66,Model 3,3.49,0.001,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 2,66,Model 3,3.49,0.00101,0,0,0,0,0
MBPP,Few Shot,Snippet,Test Data 3,66,Model 3,3.49,0,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 1,75,Model 1,8.1,0.001,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 2,75,Model 1,8.1,0,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 3,75,Model 1,8.1,0,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 1,75,Model 2,13.36,0,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 2,75,Model 2,13.36,0,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 3,75,Model 2,13.36,0,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 1,75,Model 3,8.85,0,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 2,75,Model 3,8.85,0.001,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 3,75,Model 3,8.85,0.001,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 1,89,Model 1,5.3,0,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 2,89,Model 1,5.3,0,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 3,89,Model 1,5.3,0,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 1,89,Model 2,7.97,0,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 2,89,Model 2,7.97,0,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 3,89,Model 2,7.97,0,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 1,89,Model 3,6.8,0,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 2,89,Model 3,6.8,0,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 3,89,Model 3,6.8,0,1,1,1,1,1
MBPP,Few Shot,Snippet,Test Data 1,100,Model 1,,,NA,NA,NA,NA,NA
MBPP,Few Shot,Snippet,Test Data 2,100,Model 1,,,NA,NA,NA,NA,NA
MBPP,Few Shot,Snippet,Test Data 3,100,Model 1,,,NA,NA,NA,NA,NA
MBPP,Few Shot,Snippet,Test Data 1,100,Model 2,,,NA,NA,NA,NA,NA
MBPP,Few Shot,Snippet,Test Data 2,100,Model 2,,,NA,NA,NA,NA,NA
MBPP,Few Shot,Snippet,Test Data 3,100,Model 2,,,NA,NA,NA,NA,NA
