Dataset,Technique,Application,Test_Data,Task_ID,Model,ChatGPT_Reponse_Time,Execution_Time,Accuracy,Precision,Recall,F1_Score,Exact_Match
HumanEval,Zero Shot,Function,Test Data 1,20,Model 3,9.5,0.02551,1,1,1,1,1
HumanEval,Zero Shot,Function,Test Data 2,20,Model 3,9.5,0.01857,1,1,1,1,1
HumanEval,Zero Shot,Function,Test Data 3,20,Model 3,9.5,0.01962,1,1,1,1,1
HumanEval,Zero Shot,Function,Test Data 1,153,Model 1,6.52,0.001507044,0,0,0,0,0
HumanEval,Zero Shot,Function,Test Data 2,153,Model 1,6.52,0.000995398,0,0,0,0,0
HumanEval,Zero Shot,Function,Test Data 3,153,Model 1,6.52,0.001024723,0,0,0,0,0
HumanEval,Zero Shot,Function,Test Data 1,153,Model 2,6.03,0,0,0,0,0,0
HumanEval,Zero Shot,Function,Test Data 2,153,Model 2,6.03,0,0,0,0,0,0
HumanEval,Zero Shot,Function,Test Data 3,153,Model 2,6.03,0,0,0,0,0,0
HumanEval,Zero Shot,Function,Test Data 1,153,Model 3,5.72,0.001,0,0,0,0,0
HumanEval,Zero Shot,Function,Test Data 2,153,Model 3,5.72,0.001,0,0,0,0,0
HumanEval,Zero Shot,Function,Test Data 3,153,Model 3,5.72,0,0,0,0,0,0
HumanEval,Zero Shot,Function,Test Data 1,102,Model 1,5.67,0,1,1,1,1,1
HumanEval,Zero Shot,Function,Test Data 2,102,Model 1,5.67,0,1,1,1,1,1
HumanEval,Zero Shot,Function,Test Data 3,102,Model 1,5.67,0.00501,1,1,1,1,1
HumanEval,Zero Shot,Function,Test Data 1,102,Model 2,5.37,0,1,1,1,1,1
HumanEval,Zero Shot,Function,Test Data 2,102,Model 2,5.37,0,0,0,0,0,0
HumanEval,Zero Shot,Function,Test Data 3,102,Model 2,5.37,0.002,1,1,1,1,1
HumanEval,Zero Shot,Function,Test Data 1,102,Model 3,6.05,0,1,1,1,1,1
HumanEval,Zero Shot,Function,Test Data 2,102,Model 3,6.05,0,0,0,0,0,0
HumanEval,Zero Shot,Function,Test Data 3,102,Model 3,6.05,0.00299,1,1,1,1,1
HumanEval,Zero Shot,Function,Test Data 1,95,Model 1,6.37,0.001,1,1,1,1,1
HumanEval,Zero Shot,Snippet,Test Data 2,95,Model 1,6.37,0,0,0,0,0,0
HumanEval,Zero Shot,Snippet,Test Data 3,95,Model 1,6.37,0,1,1,1,1,1
HumanEval,Zero Shot,Snippet,Test Data 1,95,Model 2,6.08,0,1,1,1,1,1
HumanEval,Zero Shot,Snippet,Test Data 2,95,Model 2,6.08,0,0,0,0,0,0
HumanEval,Zero Shot,Snippet,Test Data 3,95,Model 2,6.08,0.002,1,1,1,1,1
HumanEval,Zero Shot,Snippet,Test Data 1,95,Model 3,9.38,0,1,1,1,1,1
HumanEval,Zero Shot,Snippet,Test Data 2,95,Model 3,9.38,0,0,0,0,0,0
HumanEval,Zero Shot,Snippet,Test Data 3,95,Model 3,9.38,0,1,1,1,1,1
HumanEval,Zero Shot,Function,Test Data 1,107,Model 1,7.83,0,1,1,1,1,1
HumanEval,Zero Shot,Function,Test Data 2,107,Model 1,7.83,0,1,1,1,1,1
HumanEval,Zero Shot,Function,Test Data 3,107,Model 1,7.83,0,1,1,1,1,1
HumanEval,Zero Shot,Function,Test Data 1,107,Model 2,7.56,0,1,1,1,1,1
HumanEval,Zero Shot,Function,Test Data 2,107,Model 2,7.56,0,1,1,1,1,1
HumanEval,Zero Shot,Function,Test Data 3,107,Model 2,7.56,0,1,1,1,1,1
HumanEval,Zero Shot,Function,Test Data 1,107,Model 3,14.81,0,1,1,1,1,1
HumanEval,Zero Shot,Function,Test Data 2,107,Model 3,14.81,0,1,1,1,1,1
HumanEval,Zero Shot,Function,Test Data 3,107,Model 3,14.81,0,1,1,1,1,1
HumanEval,Zero Shot,Function,Test Data 1,67,Model 1,9.84,0,0,0,0,0,0
HumanEval,Zero Shot,Function,Test Data 2,67,Model 1,9.84,0,0,0,0,0,0
HumanEval,Zero Shot,Function,Test Data 3,67,Model 1,9.84,0,0,0,0,0,0
HumanEval,Zero Shot,Function,Test Data 1,67,Model 2,10.59,0,0,0,0,0,0
HumanEval,Zero Shot,Function,Test Data 2,67,Model 2,10.59,0,0,0,0,0,0
HumanEval,Zero Shot,Function,Test Data 3,67,Model 2,10.59,0,0,0,0,0,0
HumanEval,Zero Shot,Function,Test Data 1,67,Model 3,11.23,0,1,1,1,1,1
HumanEval,Zero Shot,Function,Test Data 2,67,Model 3,11.23,0,1,1,1,1,1
HumanEval,Zero Shot,Function,Test Data 3,67,Model 3,11.23,0,1,1,1,1,1
HumanEval,Zero Shot,Function,Test Data 1,20,Model 1,8.81,0,1,1,1,1,1
HumanEval,Zero Shot,Function,Test Data 2,20,Model 1,8.81,0,1,1,1,1,1
HumanEval,Zero Shot,Function,Test Data 3,20,Model 1,8.81,0,1,1,1,1,1
HumanEval,Zero Shot,Function,Test Data 1,20,Model 2,10.88,0,1,1,1,1,1
HumanEval,Zero Shot,Function,Test Data 2,20,Model 2,10.88,0,1,1,1,1,1
HumanEval,Zero Shot,Function,Test Data 3,20,Model 2,10.88,0,1,1,1,1,1
HumanEval,Zero Shot,Function,Test Data 1,20,Model 3,12.79,0,1,1,1,1,1
HumanEval,Zero Shot,Function,Test Data 2,20,Model 3,12.79,0,1,1,1,1,1
HumanEval,Zero Shot,Function,Test Data 3,20,Model 3,12.79,0,1,1,1,1,1
BIG Bench,Zero Shot,Function,Test Data 1,233,Model 1,4.75,0.01936,0,0,0,0,0
BIG Bench,Zero Shot,Function,Test Data 2,233,Model 1,4.75,0.02504,0,0,0,0,0
BIG Bench,Zero Shot,Function,Test Data 3,233,Model 1,4.75,0.01496,0,0,0,0,0
BIG Bench,Zero Shot,Function,Test Data 1,233,Model 2,4.43,0.02527,0,0,0,0,0
BIG Bench,Zero Shot,Function,Test Data 2,233,Model 2,4.43,0.01963,0,0,0,0,0
BIG Bench,Zero Shot,Function,Test Data 3,233,Model 2,4.43,0.01829,0,0,0,0,0
BIG Bench,Zero Shot,Function,Test Data 1,233,Model 3,4.22,0.03046,0,0,0,0,0
BIG Bench,Zero Shot,Function,Test Data 2,233,Model 3,4.22,0.02718,0,0,0,0,0
BIG Bench,Zero Shot,Function,Test Data 3,233,Model 3,4.22,0.01729,0,0,0,0,0
BIG Bench,Zero Shot,Function,Test Data 1,114,Model 1,7.73,0.00317,1,1,1,0.75,0
BIG Bench,Zero Shot,Function,Test Data 2,114,Model 1,7.73,0.0032,1,1,1,0.67,0
BIG Bench,Zero Shot,Function,Test Data 3,114,Model 1,7.73,0.00561,1,1,1,0.8,0
BIG Bench,Zero Shot,Function,Test Data 1,114,Model 2,5.74,0.00608,1,1,1,0.75,0
BIG Bench,Zero Shot,Function,Test Data 2,114,Model 2,5.74,0.00364,1,1,1,0.67,0
BIG Bench,Zero Shot,Function,Test Data 3,114,Model 2,5.74,0.00511,1,1,1,0.8,0
BIG Bench,Zero Shot,Function,Test Data 1,114,Model 3,5.22,0.00608,1,1,1,0.75,0
BIG Bench,Zero Shot,Function,Test Data 2,114,Model 3,5.22,0.00364,1,1,1,0.67,0
BIG Bench,Zero Shot,Function,Test Data 3,114,Model 3,5.22,0.004,1,1,1,0.8,0
BIG Bench,Zero Shot,Function,Test Data 1,31,Model 1,8.18,0.00261,1,1,1,1,1
BIG Bench,Zero Shot,Function,Test Data 2,31,Model 1,8.18,0.01426,0,0,0,0,0
BIG Bench,Zero Shot,Function,Test Data 3,31,Model 1,8.18,0.00495,1,1,1,1,1
BIG Bench,Zero Shot,Function,Test Data 1,31,Model 2,5.01,0.00373,1,1,1,1,1
BIG Bench,Zero Shot,Function,Test Data 2,31,Model 2,5.01,0.02935,0,0,0,0,0
BIG Bench,Zero Shot,Function,Test Data 3,31,Model 2,5.01,0.00473,1,1,1,1,1
BIG Bench,Zero Shot,Function,Test Data 1,31,Model 3,5.08,0.00351,0,0,0,0,0
BIG Bench,Zero Shot,Function,Test Data 2,31,Model 3,5.08,0.01978,1,1,1,0.2,0
BIG Bench,Zero Shot,Function,Test Data 3,31,Model 3,5.08,0.0034,0,0,0,0,0
BIG Bench,Zero Shot,Function,Test Data 1,184,Model 1,7.51,0.0172,0,0,0,0,0
BIG Bench,Zero Shot,Function,Test Data 2,184,Model 1,7.51,0.01334,0,0,0,0,0
BIG Bench,Zero Shot,Function,Test Data 3,184,Model 1,7.51,0.02433,0,0,0,0,0
BIG Bench,Zero Shot,Function,Test Data 1,184,Model 2,5.88,0.00186,0,0,0,0,0
BIG Bench,Zero Shot,Function,Test Data 2,184,Model 2,5.88,0.00183,0,0,0,0,0
BIG Bench,Zero Shot,Function,Test Data 3,184,Model 2,5.88,0.0018,0,0,0,0,0
BIG Bench,Zero Shot,Function,Test Data 1,184,Model 3,5.16,0.01201,0,0,0,0,0
BIG Bench,Zero Shot,Function,Test Data 2,184,Model 3,5.16,0.02097,0,0,0,0,0
BIG Bench,Zero Shot,Function,Test Data 3,184,Model 3,5.16,0.01414,0,0,0,0,0
BIG Bench,Zero Shot,Function,Test Data 1,14,Model 1,7.85,0.00481,0,0,0,0,0
BIG Bench,Zero Shot,Function,Test Data 2,14,Model 1,7.85,0.00248,0,0,0,0,0
BIG Bench,Zero Shot,Function,Test Data 3,14,Model 1,7.85,0.00303,0,0,0,0,0
BIG Bench,Zero Shot,Function,Test Data 1,14,Model 2,6,0.00682,0,0,0,0,0
BIG Bench,Zero Shot,Function,Test Data 2,14,Model 2,6,0.0039,0,0,0,0,0
BIG Bench,Zero Shot,Function,Test Data 3,14,Model 2,6,0.00401,0,0,0,0,0
BIG Bench,Zero Shot,Function,Test Data 1,14,Model 3,5.87,0.0103,0,0,0,0,0
BIG Bench,Zero Shot,Function,Test Data 2,14,Model 3,5.87,0.00621,0,0,0,0,0
BIG Bench,Zero Shot,Function,Test Data 3,14,Model 3,5.87,0.01383,0,0,0,0,0
BIG Bench,Zero Shot,Function,Test Data 1,69,Model 1,6.99,0.00458,1,1,1,1,1
BIG Bench,Zero Shot,Function,Test Data 2,69,Model 1,6.99,0.00361,1,1,1,1,1
BIG Bench,Zero Shot,Function,Test Data 3,69,Model 1,6.99,0.003,1,1,1,1,1
BIG Bench,Zero Shot,Function,Test Data 1,69,Model 2,5.42,0.00344,0,0,0,0,0
BIG Bench,Zero Shot,Function,Test Data 2,69,Model 2,5.42,0.00404,0,0,0,0,0
BIG Bench,Zero Shot,Function,Test Data 3,69,Model 2,5.42,0.0036,1,1,1,0.13,0
BIG Bench,Zero Shot,Function,Test Data 1,69,Model 3,5.8,0.00302,0,0,0,0,0
BIG Bench,Zero Shot,Function,Test Data 2,69,Model 3,5.8,0.00333,0,0,0,0,0
BIG Bench,Zero Shot,Function,Test Data 3,69,Model 3,5.8,0.00542,0,0,0,0,0
BIG Bench,Zero Shot,Function,Test Data 1,213,Model 1,6.07,0.00251,1,1,1,1,1
BIG Bench,Zero Shot,Function,Test Data 2,213,Model 1,6.07,0.00265,1,1,1,1,1
BIG Bench,Zero Shot,Function,Test Data 3,213,Model 1,6.07,0.00263,1,1,1,1,1
BIG Bench,Zero Shot,Function,Test Data 1,213,Model 2,5.97,0.00122,1,1,1,1,1
BIG Bench,Zero Shot,Function,Test Data 2,213,Model 2,5.97,0.00126,1,1,1,1,1
BIG Bench,Zero Shot,Function,Test Data 3,213,Model 2,5.97,0.00124,1,1,1,1,1
BIG Bench,Zero Shot,Function,Test Data 1,213,Model 3,4.69,0.00796,1,1,1,1,1
BIG Bench,Zero Shot,Function,Test Data 2,213,Model 3,4.69,0.01309,1,1,1,1,1
BIG Bench,Zero Shot,Function,Test Data 3,213,Model 3,4.69,0.01084,1,1,1,1,1
BIG Bench,Zero Shot,Snippet,Test Data 1,184,Model 1,7.51,0.0172,0,0,0,0,0
BIG Bench,Zero Shot,Snippet,Test Data 2,184,Model 1,7.51,0.01334,0,0,0,0,0
BIG Bench,Zero Shot,Snippet,Test Data 3,184,Model 1,7.51,0.02433,0,0,0,0,0
BIG Bench,Zero Shot,Snippet,Test Data 1,184,Model 2,5.88,0.00186,0,0,0,0,0
BIG Bench,Zero Shot,Snippet,Test Data 2,184,Model 2,5.88,0.00183,0,0,0,0,0
BIG Bench,Zero Shot,Snippet,Test Data 3,184,Model 2,5.88,0.0018,0,0,0,0,0
BIG Bench,Zero Shot,Snippet,Test Data 1,184,Model 3,5.16,0.01201,0,0,0,0,0
BIG Bench,Zero Shot,Snippet,Test Data 2,184,Model 3,5.16,0.02097,0,0,0,0,0
BIG Bench,Zero Shot,Snippet,Test Data 3,184,Model 3,5.16,0.01414,0,0,0,0,0
BIG Bench,Zero Shot,Snippet,Test Data 1,114,Model 1,5.61,0,1,1,1,1,1
BIG Bench,Zero Shot,Snippet,Test Data 2,114,Model 1,5.61,0.000997305,1,1,1,1,1
BIG Bench,Zero Shot,Snippet,Test Data 3,114,Model 1,5.61,0,1,1,1,1,1
BIG Bench,Zero Shot,Snippet,Test Data 1,114,Model 2,5.74,0,1,1,1,1,1
BIG Bench,Zero Shot,Snippet,Test Data 2,114,Model 2,5.74,0,1,1,1,1,1
BIG Bench,Zero Shot,Snippet,Test Data 3,114,Model 2,5.74,0.000996828,1,1,1,1,1
BIG Bench,Zero Shot,Snippet,Test Data 1,114,Model 3,5.22,0,1,1,1,1,1
BIG Bench,Zero Shot,Snippet,Test Data 2,114,Model 3,5.22,0.012033701,1,1,1,1,1
BIG Bench,Zero Shot,Snippet,Test Data 3,114,Model 3,5.22,0,1,1,1,1,1
BIG Bench,Zero Shot,Snippet,Test Data 1,233,Model 1,4.75,0.01936,0,0,0,0,0
BIG Bench,Zero Shot,Snippet,Test Data 2,233,Model 1,4.75,0.02504,0,0,0,0,0
BIG Bench,Zero Shot,Snippet,Test Data 3,233,Model 1,4.75,0.01496,0,0,0,0,0
BIG Bench,Zero Shot,Snippet,Test Data 1,233,Model 2,4.43,0.02527,0,0,0,0,0
BIG Bench,Zero Shot,Snippet,Test Data 2,233,Model 2,4.43,0.01963,0,0,0,0,0
BIG Bench,Zero Shot,Snippet,Test Data 3,233,Model 2,4.43,0.01829,0,0,0,0,0
BIG Bench,Zero Shot,Snippet,Test Data 1,233,Model 3,4.22,0.03046,0,0,0,0,0
BIG Bench,Zero Shot,Snippet,Test Data 2,233,Model 3,4.22,0.02718,0,0,0,0,0
BIG Bench,Zero Shot,Snippet,Test Data 3,233,Model 3,4.22,0.01729,0,0,0,0,0
BIG Bench,Zero Shot,Snippet,Test Data 1,31,Model 1,8.18,0.00261,1,1,1,1,1
BIG Bench,Zero Shot,Snippet,Test Data 2,31,Model 1,8.18,0.01426,0,0,0,0,0
BIG Bench,Zero Shot,Snippet,Test Data 3,31,Model 1,8.18,0.00495,1,1,1,1,1
BIG Bench,Zero Shot,Snippet,Test Data 1,31,Model 2,5.01,0.00373,1,1,1,1,1
BIG Bench,Zero Shot,Snippet,Test Data 2,31,Model 2,5.01,0.02935,0,0,0,0,0
BIG Bench,Zero Shot,Snippet,Test Data 3,31,Model 2,5.01,0.00473,1,1,1,1,1
BIG Bench,Zero Shot,Snippet,Test Data 1,31,Model 3,5.08,0.00351,0,0,0,0,0
BIG Bench,Zero Shot,Snippet,Test Data 2,31,Model 3,5.08,0.01978,0.2,1,1,1,0
BIG Bench,Zero Shot,Snippet,Test Data 3,31,Model 3,5.08,0.0034,0,0,0,0,0
BIG Bench,Zero Shot,Snippet,Test Data 1,14,Model 1,7.85,0.00481,0,0,0,0,1
BIG Bench,Zero Shot,Snippet,Test Data 2,14,Model 1,7.85,0.00248,0,0,0,0,0
BIG Bench,Zero Shot,Snippet,Test Data 3,14,Model 1,7.85,0.00303,0,0,0,0,0
BIG Bench,Zero Shot,Snippet,Test Data 1,14,Model 2,6,0.00682,0,0,0,0,1
BIG Bench,Zero Shot,Snippet,Test Data 2,14,Model 2,6,0.0039,0,0,0,0,0
BIG Bench,Zero Shot,Snippet,Test Data 3,14,Model 2,6,0.00401,0,0,0,0,0
BIG Bench,Zero Shot,Snippet,Test Data 1,14,Model 3,5.87,0.0103,0,0,0,0,1
BIG Bench,Zero Shot,Snippet,Test Data 2,14,Model 3,5.87,0.00621,0,0,0,0,0
BIG Bench,Zero Shot,Snippet,Test Data 3,14,Model 3,5.87,0.01383,0,0,0,0,0
BIG Bench,Zero Shot,Snippet,Test Data 1,69,Model 1,6.99,0.00458,1,1,1,1,1
BIG Bench,Zero Shot,Snippet,Test Data 2,69,Model 1,6.99,0.00361,1,1,1,1,1
BIG Bench,Zero Shot,Snippet,Test Data 3,69,Model 1,6.99,0.003,1,1,1,1,1
BIG Bench,Zero Shot,Snippet,Test Data 1,69,Model 2,5.42,0.00344,0,0,0,0,0
BIG Bench,Zero Shot,Snippet,Test Data 2,69,Model 2,5.42,0.00404,0,0,0,0,0
BIG Bench,Zero Shot,Snippet,Test Data 3,69,Model 2,5.42,0.0036,0.13,1,1,1,0
BIG Bench,Zero Shot,Snippet,Test Data 1,69,Model 3,5.8,0.00302,0,0,0,0,0
BIG Bench,Zero Shot,Snippet,Test Data 2,69,Model 3,5.8,0.00333,0,0,0,0,0
BIG Bench,Zero Shot,Snippet,Test Data 3,69,Model 3,5.8,0.00542,0,0,0,0,0
BIG Bench,Zero Shot,Snippet,Test Data 1,213,Model 1,6.07,0.00251,1,1,1,1,1
BIG Bench,Zero Shot,Snippet,Test Data 2,213,Model 1,6.07,0.00265,1,1,1,1,1
BIG Bench,Zero Shot,Snippet,Test Data 3,213,Model 1,6.07,0.00263,1,1,1,1,1
BIG Bench,Zero Shot,Snippet,Test Data 1,213,Model 2,5.97,0.00122,1,1,1,1,1
BIG Bench,Zero Shot,Snippet,Test Data 2,213,Model 2,5.97,0.00126,1,1,1,1,1
BIG Bench,Zero Shot,Snippet,Test Data 3,213,Model 2,5.97,0.00124,1,1,1,1,1
BIG Bench,Zero Shot,Snippet,Test Data 1,213,Model 3,4.69,0.00796,1,1,1,1,1
BIG Bench,Zero Shot,Snippet,Test Data 2,213,Model 3,4.69,0.01309,1,1,1,1,1
BIG Bench,Zero Shot,Snippet,Test Data 3,213,Model 3,4.69,0.01084,1,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 1,11,Model 1,4.87,0.001,0.67,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 2,11,Model 1,4.87,0,0.75,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 3,11,Model 1,4.87,0.00099,0.5,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 1,11,Model 2,4.81,0.001,1,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 2,11,Model 2,4.81,0.001,1,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 3,11,Model 2,4.81,0.00054,1,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 1,11,Model 3,5.33,0.00102,1,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 2,11,Model 3,5.33,0,1,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 3,11,Model 3,5.33,0,1,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 1,57,Model 1,5.97,0,1,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 2,57,Model 1,5.97,0,1,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 3,57,Model 1,5.97,0.01263,1,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 1,57,Model 2,6.71,0,1,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 2,57,Model 2,6.71,0.001,1,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 3,57,Model 2,6.71,0,1,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 1,57,Model 3,4.54,0,1,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 2,57,Model 3,4.54,0,1,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 3,57,Model 3,4.54,0.00101,1,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 1,66,Model 1,5.9,0,1,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 2,66,Model 1,5.9,0,0,0,0,0,0
MBPP,Zero Shot,Snippet,Test Data 3,66,Model 1,5.9,0,1,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 1,66,Model 2,5.52,0,1,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 2,66,Model 2,5.52,0,0,0,0,0,0
MBPP,Zero Shot,Snippet,Test Data 3,66,Model 2,5.52,0,1,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 1,66,Model 3,5.97,0,1,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 2,66,Model 3,5.97,0,0,0,0,0,0
MBPP,Zero Shot,Snippet,Test Data 3,66,Model 3,5.97,0,1,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 1,75,Model 1,8.4,0,1,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 2,75,Model 1,8.4,0.001,1,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 3,75,Model 1,8.4,0,1,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 1,75,Model 2,10.65,0,1,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 2,75,Model 2,10.65,0.001,1,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 3,75,Model 2,10.65,0,1,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 1,75,Model 3,8.15,0,1,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 2,75,Model 3,8.15,0.001,1,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 3,75,Model 3,8.15,0.00101,1,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 1,89,Model 1,6.48,0,1,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 2,89,Model 1,6.48,0,1,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 3,89,Model 1,6.48,0.001,1,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 1,89,Model 2,6.06,0,1,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 2,89,Model 2,6.06,0.001,1,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 3,89,Model 2,6.06,0.00101,1,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 1,89,Model 3,6.12,0,1,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 2,89,Model 3,6.12,0,1,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 3,89,Model 3,6.12,0,1,1,1,1,1
MBPP,Zero Shot,Snippet,Test Data 1,100,Model 1,NA,NA,NA,NA,NA,NA,NA
MBPP,Zero Shot,Snippet,Test Data 2,100,Model 1,NA,NA,NA,NA,NA,NA,NA
